name,movieId
Sabrina (1954),915
Roman Holiday (1953),916
"Little Princess, The (1939)",917
Meet Me in St. Louis (1944),918
"Wizard of Oz, The (1939)",919
Gone with the Wind (1939),920
My Favorite Year (1982),921
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),922
Citizen Kane (1941),923
2001: A Space Odyssey (1968),924
Golden Earrings (1947),925
All About Eve (1950),926
"Women, The (1939)",927
Rebecca (1940),928
Foreign Correspondent (1940),929
Notorious (1946),930
Spellbound (1945),931
"Affair to Remember, An (1957)",932
To Catch a Thief (1955),933
Father of the Bride (1950),934
"Band Wagon, The (1953)",935
Ninotchka (1939),936
Love in the Afternoon (1957),937
Gigi (1958),938
"Reluctant Debutante, The (1958)",939
"Adventures of Robin Hood, The (1938)",940
"Mark of Zorro, The (1940)",941
Laura (1944),942
"Ghost and Mrs. Muir, The (1947)",943
Lost Horizon (1937),944
Top Hat (1935),945
To Be or Not to Be (1942),946
My Man Godfrey (1936),947
Giant (1956),948
East of Eden (1955),949
"Thin Man, The (1934)",950
His Girl Friday (1940),951
Around the World in 80 Days (1956),952
It's a Wonderful Life (1946),953
Mr. Smith Goes to Washington (1939),954
Bringing Up Baby (1938),955
Penny Serenade (1941),956
"Scarlet Letter, The (1926)",957
Lady of Burlesque (1943),958
Of Human Bondage (1934),959
Angel on My Shoulder (1946),960
Little Lord Fauntleroy (1936),961
They Made Me a Criminal (1939),962
"Inspector General, The (1949)",963
Angel and the Badman (1947),964
"39 Steps, The (1935)",965
A Walk in the Sun (1945),966
"Outlaw, The (1943)",967
Night of the Living Dead (1968),968
"African Queen, The (1951)",969
Beat the Devil (1953),970
Cat on a Hot Tin Roof (1958),971
"Last Time I Saw Paris, The (1954)",972
Meet John Doe (1941),973
Algiers (1938),974
Something to Sing About (1937),975
"Farewell to Arms, A (1932)",976
Moonlight Murder (1936),977
Nothing Personal (1995),979
"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",980
Dangerous Ground (1997),981
Picnic (1955),982
Madagascar Skin (1995),983
"Pompatus of Love, The (1996)",984
Small Wonders (1995),985
Fly Away Home (1996),986
Bliss (1997),987
Grace of My Heart (1996),988
Brother of Sleep (Schlafes Bruder) (1995),989
Maximum Risk (1996),990
Michael Collins (1996),991
"Rich Man's Wife, The (1996)",992
Infinity (1996),993
Big Night (1996),994
Last Man Standing (1996),996
Caught (1996),997
Set It Off (1996),998
2 Days in the Valley (1996),999
Curdled (1996),1000
"Associate, The (Associé, L') (1979)",1001
Ed's Next Move (1996),1002
Extreme Measures (1996),1003
"Glimmer Man, The (1996)",1004
D3: The Mighty Ducks (1996),1005
"Chamber, The (1996)",1006
"Apple Dumpling Gang, The (1975)",1007
"Davy Crockett, King of the Wild Frontier (1955)",1008
Escape to Witch Mountain (1975),1009
"Love Bug, The (1969)",1010
Herbie Rides Again (1974),1011
Old Yeller (1957),1012
"Parent Trap, The (1961)",1013
Pollyanna (1960),1014
Homeward Bound: The Incredible Journey (1993),1015
"Shaggy Dog, The (1959)",1016
Swiss Family Robinson (1960),1017
That Darn Cat! (1965),1018
"20,000 Leagues Under the Sea (1954)",1019
Cool Runnings (1993),1020
Angels in the Outfield (1994),1021
Cinderella (1950),1022
Winnie the Pooh and the Blustery Day (1968),1023
"Three Caballeros, The (1945)",1024
"Sword in the Stone, The (1963)",1025
So Dear to My Heart (1949),1026
Robin Hood: Prince of Thieves (1991),1027
Mary Poppins (1964),1028
Dumbo (1941),1029
Pete's Dragon (1977),1030
Bedknobs and Broomsticks (1971),1031
Alice in Wonderland (1951),1032
"Fox and the Hound, The (1981)",1033
Freeway (1996),1034
"Sound of Music, The (1965)",1035
Die Hard (1988),1036
"Lawnmower Man, The (1992)",1037
Unhook the Stars (1996),1038
Synthetic Pleasures (1995),1039
"Secret Agent, The (1996)",1040
Secrets & Lies (1996),1041
That Thing You Do! (1996),1042
To Gillian on Her 37th Birthday (1996),1043
Surviving Picasso (1996),1044
Love Is All There Is (1996),1045
Beautiful Thing (1996),1046
"Long Kiss Goodnight, The (1996)",1047
"Ghost and the Darkness, The (1996)",1049
Looking for Richard (1996),1050
Trees Lounge (1996),1051
"Proprietor, The (1996)",1052
Normal Life (1996),1053
Get on the Bus (1996),1054
Shadow Conspiracy (1997),1055
Jude (1996),1056
Everyone Says I Love You (1996),1057
Bitter Sugar (Azúcar amarga) (1996),1058
William Shakespeare's Romeo + Juliet (1996),1059
Swingers (1996),1060
Sleepers (1996),1061
"Sunchaser, The (1996)",1062
Johns (1996),1063
Five Angles on Murder (1950),1065
Shall We Dance (1937),1066
"Damsel in Distress, A (1937)",1067
Crossfire (1947),1068
"Murder, My Sweet (1944)",1069
Macao (1952),1070
For the Moment (1994),1071
Willy Wonka & the Chocolate Factory (1971),1073
"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",1075
"Innocents, The (1961)",1076
Sleeper (1973),1077
Bananas (1971),1078
"Fish Called Wanda, A (1988)",1079
Monty Python's Life of Brian (1979),1080
Victor/Victoria (1982),1081
"Candidate, The (1972)",1082
"Great Race, The (1965)",1083
Bonnie and Clyde (1967),1084
"Old Man and the Sea, The (1958)",1085
Dial M for Murder (1954),1086
Madame Butterfly (1995),1087
Dirty Dancing (1987),1088
Reservoir Dogs (1992),1089
Platoon (1986),1090
Weekend at Bernie's (1989),1091
Basic Instinct (1992),1092
"Doors, The (1991)",1093
"Crying Game, The (1992)",1094
Glengarry Glen Ross (1992),1095
Sophie's Choice (1982),1096
E.T. the Extra-Terrestrial (1982),1097
"Search for One-eye Jimmy, The (1996)",1098
"Christmas Carol, A (1938)",1099
Days of Thunder (1990),1100
Top Gun (1986),1101
American Strays (1996),1102
Rebel Without a Cause (1955),1103
"Streetcar Named Desire, A (1951)",1104
Children of the Corn IV: The Gathering (1996),1105
"Leopard Son, The (1996)",1106
Loser (1991),1107
Charm's Incidents (Charms Zwischenfälle) (1996),1109
Bird of Prey (1996),1110
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1111
Palookaville (1996),1112
"Associate, The (1996)",1113
"Funeral, The (1996)",1114
Sleepover (1995),1115
"Single Girl, A (Fille seule, La) (1995)",1116
"Eighth Day, The (Huitième jour, Le) (1996)",1117
North Star (a.k.a. Tashunga) (1995),1118
Drunks (1995),1119
"People vs. Larry Flynt, The (1996)",1120
Glory Daze (1995),1121
Plutonium Circus (1995),1122
"Perfect Candidate, A (1996)",1123
On Golden Pond (1981),1124
"Return of the Pink Panther, The (1975)",1125
Drop Dead Fred (1991),1126
"Abyss, The (1989)",1127
"Fog, The (1980)",1128
Escape from New York (1981),1129
"Howling, The (1980)",1130
Jean de Florette (1986),1131
Manon of the Spring (Manon des sources) (1986),1132
Talking About Sex (1994),1133
Johnny 100 Pesos (Johnny cien pesos) (1993),1134
Private Benjamin (1980),1135
Monty Python and the Holy Grail (1975),1136
Hustler White (1996),1137
Dadetown (1995),1138
Everything Relative (1996),1139
Entertaining Angels: The Dorothy Day Story (1996),1140
Last Call (Hoogste tijd) (1995),1141
Get Over It (1996),1142
Three Lives and Only One Death (Trois vies & une seule mort) (1996),1143
"Line King: The Al Hirschfeld Story, The (1996)",1144
Snowriders (1996),1145
Curtis's Charm (1995),1146
When We Were Kings (1996),1147
Wallace & Gromit: The Wrong Trousers (1993),1148
JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),1149
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1150
Lesson Faust (1994),1151
He Walked by Night (1948),1152
Raw Deal (1948),1153
T-Men (1947),1154
"Invitation, The (Zaproszenie) (1986)",1155
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",1156
"Symphonie pastorale, La (1946)",1157
Here Comes Cookie (1935),1158
Love in Bloom (1935),1159
Six of a Kind (1934),1160
"Tin Drum, The (Blechtrommel, Die) (1979)",1161
"Ruling Class, The (1972)",1162
Mina Tannenbaum (1994),1163
2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),1164
"Bloody Child, The (1996)",1165
Farmer & Chase (1997),1166
Dear God (1996),1167
Bad Moon (1996),1168
American Dream (1990),1169
Best of the Best 3: No Turning Back (1995),1170
Bob Roberts (1992),1171
Cinema Paradiso (Nuovo cinema Paradiso) (1989),1172
"Cook the Thief His Wife & Her Lover, The (1989)",1173
Dead Tired (Grosse Fatigue) (1994),1174
Delicatessen (1991),1175
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",1176
Enchanted April (1992),1177
Paths of Glory (1957),1178
"Grifters, The (1990)",1179
Hear My Song (1991),1180
"Shooter, The (1997)",1181
"English Patient, The (1996)",1183
Mediterraneo (1991),1184
My Left Foot (1989),1185
"Sex, Lies, and Videotape (1989)",1186
Passion Fish (1992),1187
Strictly Ballroom (1992),1188
"Thin Blue Line, The (1988)",1189
Tie Me Up! Tie Me Down! (¡Átame!) (1990),1190
Madonna: Truth or Dare (1991),1191
Paris Is Burning (1990),1192
One Flew Over the Cuckoo's Nest (1975),1193
Cheech and Chong's Up in Smoke (1978),1194
Star Wars: Episode V - The Empire Strikes Back (1980),1196
"Princess Bride, The (1987)",1197
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1198
Brazil (1985),1199
Aliens (1986),1200
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1201
Withnail & I (1987),1202
12 Angry Men (1957),1203
Lawrence of Arabia (1962),1204
"Clockwork Orange, A (1971)",1206
To Kill a Mockingbird (1962),1207
Apocalypse Now (1979),1208
Once Upon a Time in the West (C'era una volta il West) (1968),1209
Star Wars: Episode VI - Return of the Jedi (1983),1210
"Wings of Desire (Himmel über Berlin, Der) (1987)",1211
"Third Man, The (1949)",1212
Goodfellas (1990),1213
Alien (1979),1214
Army of Darkness (1993),1215
"Big Blue, The (Grand bleu, Le) (1988)",1216
Ran (1985),1217
"Killer, The (Die xue shuang xiong) (1989)",1218
Psycho (1960),1219
"Blues Brothers, The (1980)",1220
"Godfather: Part II, The (1974)",1221
Full Metal Jacket (1987),1222
"Grand Day Out with Wallace and Gromit, A (1989)",1223
Henry V (1989),1224
Amadeus (1984),1225
"Quiet Man, The (1952)",1226
Once Upon a Time in America (1984),1227
Raging Bull (1980),1228
Annie Hall (1977),1230
"Right Stuff, The (1983)",1231
Stalker (1979),1232
"Boot, Das (Boat, The) (1981)",1233
"Sting, The (1973)",1234
Harold and Maude (1971),1235
Trust (1990),1236
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1237
Local Hero (1983),1238
"Terminator, The (1984)",1240
Dead Alive (Braindead) (1992),1241
Glory (1989),1242
Rosencrantz and Guildenstern Are Dead (1990),1243
Manhattan (1979),1244
Miller's Crossing (1990),1245
Dead Poets Society (1989),1246
"Graduate, The (1967)",1247
Touch of Evil (1958),1248
"Femme Nikita, La (Nikita) (1990)",1249
"Bridge on the River Kwai, The (1957)",1250
8 1/2 (8½) (1963),1251
Chinatown (1974),1252
"Day the Earth Stood Still, The (1951)",1253
"Treasure of the Sierra Madre, The (1948)",1254
Bad Taste (1987),1255
Duck Soup (1933),1256
Better Off Dead... (1985),1257
"Shining, The (1980)",1258
Stand by Me (1986),1259
M (1931),1260
Evil Dead II (Dead by Dawn) (1987),1261
"Great Escape, The (1963)",1262
"Deer Hunter, The (1978)",1263
Diva (1981),1264
Groundhog Day (1993),1265
Unforgiven (1992),1266
"Manchurian Candidate, The (1962)",1267
Pump Up the Volume (1990),1268
Arsenic and Old Lace (1944),1269
Back to the Future (1985),1270
Fried Green Tomatoes (1991),1271
Patton (1970),1272
Down by Law (1986),1273
Akira (1988),1274
Highlander (1986),1275
Cool Hand Luke (1967),1276
Cyrano de Bergerac (1990),1277
Young Frankenstein (1974),1278
Night on Earth (1991),1279
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),1280
"Great Dictator, The (1940)",1281
Fantasia (1940),1282
High Noon (1952),1283
"Big Sleep, The (1946)",1284
Heathers (1989),1285
Somewhere in Time (1980),1286
Ben-Hur (1959),1287
This Is Spinal Tap (1984),1288
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),1289
Some Kind of Wonderful (1987),1290
Indiana Jones and the Last Crusade (1989),1291
Being There (1979),1292
Gandhi (1982),1293
"Unbearable Lightness of Being, The (1988)",1295
"Room with a View, A (1986)",1296
Real Genius (1985),1297
Pink Floyd: The Wall (1982),1298
"Killing Fields, The (1984)",1299
My Life as a Dog (Mitt liv som hund) (1985),1300
Forbidden Planet (1956),1301
Field of Dreams (1989),1302
"Man Who Would Be King, The (1975)",1303
Butch Cassidy and the Sundance Kid (1969),1304
"Paris, Texas (1984)",1305
Until the End of the World (Bis ans Ende der Welt) (1991),1306
When Harry Met Sally... (1989),1307
I Shot a Man in Vegas (1995),1308
Parallel Sons (1995),1309
Hype! (1996),1310
Santa with Muscles (1996),1311
Female Perversions (1996),1312
Mad Dog Time (1996),1313
Breathing Room (1996),1314
Paris Was a Woman (1995),1315
Anna (1996),1316
I'm Not Rappaport (1996),1317
Blue Juice (1995),1318
Kids of Survival (1996),1319
Alien³ (a.k.a. Alien 3) (1992),1320
"American Werewolf in London, An (1981)",1321
Amityville 1992: It's About Time (1992),1322
Amityville 3-D (1983),1323
Amityville: Dollhouse (1996),1324
Amityville: A New Generation (1993),1325
Amityville II: The Possession (1982),1326
"Amityville Horror, The (1979)",1327
"Amityville Curse, The (1990)",1328
Blood for Dracula (Andy Warhol's Dracula) (1974),1329
April Fool's Day (1986),1330
Audrey Rose (1977),1331
"Believers, The (1987)",1332
"Birds, The (1963)",1333
"Blob, The (1958)",1334
Blood Beach (1981),1335
Body Parts (1991),1336
"Body Snatcher, The (1945)",1337
Dracula (Bram Stoker's Dracula) (1992),1339
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",1340
Burnt Offerings (1976),1341
Candyman (1992),1342
Cape Fear (1991),1343
Cape Fear (1962),1344
Carrie (1976),1345
Cat People (1982),1346
"Nightmare on Elm Street, A (1984)",1347
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1348
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),1349
"Omen, The (1976)",1350
Blood and Wine (Blood & Wine) (1996),1351
Albino Alligator (1996),1352
"Mirror Has Two Faces, The (1996)",1353
Breaking the Waves (1996),1354
Nightwatch (1997),1355
Star Trek: First Contact (1996),1356
Shine (1996),1357
Sling Blade (1996),1358
Jingle All the Way (1996),1359
Identification of a Woman (Identificazione di una donna) (1982),1360
Paradise Lost: The Child Murders at Robin Hood Hills (1996),1361
"Preacher's Wife, The (1996)",1363
Zero Kelvin (Kjærlighetens kjøtere) (1995),1364
Ridicule (1996),1365
"Crucible, The (1996)",1366
101 Dalmatians (1996),1367
"Forbidden Christ, The (Cristo proibito, Il) (1950)",1368
I Can't Sleep (J'ai pas sommeil) (1994),1369
Die Hard 2 (1990),1370
Star Trek: The Motion Picture (1979),1371
Star Trek VI: The Undiscovered Country (1991),1372
Star Trek V: The Final Frontier (1989),1373
Star Trek II: The Wrath of Khan (1982),1374
Star Trek III: The Search for Spock (1984),1375
Star Trek IV: The Voyage Home (1986),1376
Batman Returns (1992),1377
Young Guns (1988),1378
Young Guns II (1990),1379
Grease (1978),1380
Grease 2 (1982),1381
Marked for Death (1990),1382
Adrenalin: Fear the Rush (1996),1383
"Substance of Fire, The (1996)",1384
Under Siege (1992),1385
Terror in a Texas Town (1958),1386
Jaws (1975),1387
Jaws 2 (1978),1388
Jaws 3-D (1983),1389
My Fellow Americans (1996),1390
Mars Attacks! (1996),1391
Citizen Ruth (1996),1392
Jerry Maguire (1996),1393
Raising Arizona (1987),1394
Tin Men (1987),1395
Sneakers (1992),1396
Bastard Out of Carolina (1996),1397
In Love and War (1996),1398
Marvin's Room (1996),1399
Somebody is Waiting (1996),1400
Ghosts of Mississippi (1996),1401
Night Falls on Manhattan (1996),1404
Beavis and Butt-Head Do America (1996),1405
La Cérémonie (1995),1406
Scream (1996),1407
"Last of the Mohicans, The (1992)",1408
Michael (1996),1409
"Evening Star, The (1996)",1410
Hamlet (1996),1411
Some Mother's Son (1996),1412
"Whole Wide World, The (1996)",1413
Mother (1996),1414
"Thieves (Voleurs, Les) (1996)",1415
Evita (1996),1416
"Portrait of a Lady, The (1996)",1417
Walkabout (1971),1419
Message to Love: The Isle of Wight Festival (1996),1420
Grateful Dead (1995),1421
Murder at 1600 (1997),1422
Hearts and Minds (1996),1423
Inside (1996),1424
Fierce Creatures (1997),1425
Zeus and Roxanne (1997),1426
Turbulence (1997),1427
Angel Baby (1995),1428
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1429
Underworld (1996),1430
Beverly Hills Ninja (1997),1431
Metro (1997),1432
The Machine (1994),1433
"Stranger, The (1994)",1434
Falling in Love Again (1980),1436
"Cement Garden, The (1993)",1437
Dante's Peak (1997),1438
Meet Wally Sparks (1997),1439
Amos & Andrew (1993),1440
Benny & Joon (1993),1441
Prefontaine (1997),1442
"Tickle in the Heart, A (1996)",1443
Guantanamera (1994),1444
McHale's Navy (1997),1445
Kolya (Kolja) (1996),1446
Gridlock'd (1997),1447
Fire on the Mountain (1996),1448
Waiting for Guffman (1996),1449
Prisoner of the Mountains (Kavkazsky plennik) (1996),1450
"Beautician and the Beast, The (1997)",1453
SubUrbia (1997),1454
Hotel de Love (1996),1455
"Pest, The (1997)",1456
Fools Rush In (1997),1457
Touch (1997),1458
Absolute Power (1997),1459
That Darn Cat (1997),1460
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1461
Unforgotten: Twenty-Five Years After Willowbrook (1996),1462
That Old Feeling (1997),1463
Lost Highway (1997),1464
Rosewood (1997),1465
Donnie Brasco (1997),1466
Salut cousin! (1996),1467
Booty Call (1997),1468
Rhyme & Reason (1997),1470
Boys Life 2 (1997),1471
City of Industry (1997),1472
Best Men (1997),1473
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1474
Kama Sutra: A Tale of Love (1996),1475
Private Parts (1997),1476
Love Jones (1997),1477
"Saint, The (1997)",1479
Smilla's Sense of Snow (1997),1480
"Van, The (1996)",1482
Crash (1996),1483
"Daytrippers, The (1996)",1484
Liar Liar (1997),1485
"Quiet Room, The (1996)",1486
Selena (1997),1487
"Devil's Own, The (1997)",1488
Cats Don't Dance (1997),1489
B*A*P*S (1997),1490
Love and Other Catastrophes (1996),1493
Turbo: A Power Rangers Movie (1997),1495
Anna Karenina (1997),1496
Double Team (1997),1497
Inventing the Abbotts (1997),1498
Anaconda (1997),1499
Grosse Pointe Blank (1997),1500
Keys to Tulsa (1997),1501
Kissed (1996),1502
8 Heads in a Duffel Bag (1997),1503
Hollow Reed (1996),1504
Paradise Road (1997),1507
Traveller (1997),1508
All Over Me (1997),1509
"Brother's Kiss, A (1997)",1510
"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",1511
Romy and Michele's High School Reunion (1997),1513
Temptress Moon (Feng Yue) (1996),1514
Volcano (1997),1515
Children of the Revolution (1996),1516
Austin Powers: International Man of Mystery (1997),1517
Breakdown (1997),1518
Broken English (1996),1519
Commandments (1997),1520
Ripe (1996),1522
"Truth or Consequences, N.M. (1997)",1523
"Turning, The (1992)",1524
Warriors of Virtue (1997),1525
Fathers' Day (1997),1526
"Fifth Element, The (1997)",1527
Intimate Relations (1996),1528
Nowhere (1997),1529
Losing Chase (1996),1531
Sprung (1997),1532
"Promise, The (La promesse) (1996)",1533
"Bonheur, Le (1965)",1534
Love! Valour! Compassion! (1997),1535
Shall We Dance? (Shall We Dansu?) (1996),1537
"Second Jungle Book: Mowgli & Baloo, The (1997)",1538
Twin Town (1997),1539
Addicted to Love (1997),1541
Brassed Off (1996),1542
"Designated Mourner, The (1997)",1543
"Lost World: Jurassic Park, The (1997)",1544
Ponette (1996),1545
Schizopolis (1996),1546
Shiloh (1997),1547
"War at Home, The (1996)",1548
Rough Magic (1995),1549
Trial and Error (1997),1550
Buddy (1997),1551
Con Air (1997),1552
Late Bloomers (1996),1553
"Pillow Book, The (1996)",1554
"To Have, or Not (En avoir (ou pas)) (1995)",1555
Speed 2: Cruise Control (1997),1556
Squeeze (1997),1557
Sudden Manhattan (1997),1558
"Next Step, The (1997)",1559
Wedding Bell Blues (1996),1561
Batman & Robin (1997),1562
Dream With the Fishes (1997),1563
For Roseanna (Roseanna's Grave) (1997),1564
Head Above Water (1996),1565
Hercules (1997),1566
The Last Time I Committed Suicide (1997),1567
MURDER and murder (1996),1568
My Best Friend's Wedding (1997),1569
Tetsuo II: Body Hammer (1992),1570
When the Cat's Away (Chacun cherche son chat) (1996),1571
"Contempt (Mépris, Le) (1963)",1572
Face/Off (1997),1573
Fall (1997),1574
Gabbeh (1996),1575
Mondo (1996),1577
"Innocent Sleep, The (1996)",1578
For Ever Mozart (1996),1579
Men in Black (a.k.a. MIB) (1997),1580
Out to Sea (1997),1581
Wild America (1997),1582
"Simple Wish, A (1997)",1583
Contact (1997),1584
Love Serenade (1996),1585
G.I. Jane (1997),1586
Conan the Barbarian (1982),1587
George of the Jungle (1997),1588
Cop Land (1997),1589
Event Horizon (1997),1590
Spawn (1997),1591
Air Bud (1997),1592
Picture Perfect (1997),1593
In the Company of Men (1997),1594
Free Willy 3: The Rescue (1997),1595
Career Girls (1997),1596
Conspiracy Theory (1997),1597
Desperate Measures (1998),1598
Steel (1997),1599
She's So Lovely (1997),1600
Hoodlum (1997),1601
Leave It to Beaver (1997),1602
Mimic (1997),1603
Money Talks (1997),1604
Excess Baggage (1997),1605
Kull the Conqueror (1997),1606
Air Force One (1997),1608
187 (One Eight Seven) (1997),1609
"Hunt for Red October, The (1990)",1610
My Own Private Idaho (1991),1611
"Kiss Me, Guido (1997)",1612
Star Maps (1997),1613
In & Out (1997),1614
"Edge, The (1997)",1615
"Peacemaker, The (1997)",1616
L.A. Confidential (1997),1617
Seven Years in Tibet (1997),1619
Kiss the Girls (1997),1620
Soul Food (1997),1621
Kicked in the Head (1997),1622
Wishmaster (1997),1623
"Thousand Acres, A (1997)",1624
"Game, The (1997)",1625
Fire Down Below (1997),1626
U Turn (1997),1627
"Locusts, The (1997)",1628
"MatchMaker, The (1997)",1629
"Lay of the Land, The (1997)",1630
"Assignment, The (1997)",1631
"Smile Like Yours, A (1997)",1632
Ulee's Gold (1997),1633
"Ice Storm, The (1997)",1635
Stag (1997),1636
Chasing Amy (1997),1639
How to Be a Player (1997),1640
"Full Monty, The (1997)",1641
Indian Summer (a.k.a. Alive & Kicking) (1996),1642
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",1643
I Know What You Did Last Summer (1997),1644
The Devil's Advocate (1997),1645
RocketMan (a.k.a. Rocket Man) (1997),1646
Playing God (1997),1647
"House of Yes, The (1997)",1648
"Fast, Cheap & Out of Control (1997)",1649
Washington Square (1997),1650
Telling Lies in America (1997),1651
Year of the Horse (1997),1652
Gattaca (1997),1653
FairyTale: A True Story (1997),1654
Phantoms (1998),1655
Swept from the Sea (1997),1656
Wonderland (1997),1657
"Life Less Ordinary, A (1997)",1658
Hurricane Streets (1997),1659
Eve's Bayou (1997),1660
Switchback (1997),1661
Gang Related (1997),1662
Stripes (1981),1663
Nenette and Boni (Nénette et Boni) (1996),1664
Bean (1997),1665
Hugo Pool (1997),1666
Mad City (1997),1667
One Night Stand (1997),1668
"Tango Lesson, The (1997)",1669
Welcome to Sarajevo (1997),1670
Deceiver (1997),1671
"Rainmaker, The (1997)",1672
Boogie Nights (1997),1673
Witness (1985),1674
Incognito (1997),1675
Starship Troopers (1997),1676
Critical Care (1997),1677
"Joy Luck Club, The (1993)",1678
Chairman of the Board (1998),1679
Sliding Doors (1998),1680
Mortal Kombat: Annihilation (1997),1681
"Truman Show, The (1998)",1682
